Rating,Users,Field,Action,Developer,Description
3.2,4 users,Business & finance,Gary Vee Advisor,Thomas Business,I built this app for Gary Vaynerchuck to help you to find what you are looking for.
2.5,4 users,Business & finance,HV Auto,Hubert Vester,"This app helps Hubert vester dealership customers on car-related frequently asked questions. How to sell a car, Get tentative loan /lease offers, F&I or Car specification, Vivian can answers it all"
0.0,0 users,Business & finance,That Conference,That Conference,"A tech conference for developers, rooted in community, exploring the internet of things, and all technologies used for mobile, web & cloud. It all happens at a giant waterpark, because we are strong believers in good times. There will be bacon. Lots of it.

The That Conference assistant can help you navigate the 2018 That Conference.  You can ask about sessions throughout the conference, sponsors, travel information, and of course, bacon."
3.0,3 users,Business & finance,BitBns,Bitbns Cryptocurrency Trading Exchange India,"Presenting the official cryptocurrency trading app of Bitbns exchange on Google Assistant. Bitbns Action allows users to enquire current prices of coins like Bitcoin, Ripple, Ethereum, Neo, and many others on the go. More features like Price Alert coming soon. For trading or other visit bitbns.com now!"
0.0,0 users,Business & finance,Indianapolis Real Estate,Voiceter Pro LLC,"Wondering what the Real Estate market is doing in Indianapolis? 
Google Assistant will provide you with up to the minute market trends.
You will also be able to find the approximate market value of your home or any other home"
0.0,0 users,Business & finance,Shannons,Shannons,"Shannons, part of the Suncorp Group, is an Australian car insurance and auctions company."
5.0,2 users,Business & finance,White Plains,Gogocar,"This app helps White Plains Honda dealership customers on car-related frequently asked questions. How to sell a car, Get tentative loan /lease offers, F&I or Car specification, Sara Agent can answers it all"
5.0,2 users,Business & finance,Voice First Business,Voice First Tech,"Voice First Tech's is a nonprofit with the mission to provide free tools and tech to enable students to create ownership of their career and education.

You can learn more about Voice First Tech, see our business card, hear our mission.


 More Features coming soon!"
4.3,3 users,Business & finance,Mercedes Benz Silver Arrows,Voystech LLC,"The Dealer for Mercedes-Benz passenger vehicles in Delhi / NCR, we share more than just the name of a Mercedes-Benz legend. Like the radical, high-performing, lightning fast Formula One cars we are named after, Silver Arrows driving force is to give our customers an unrivaled Mercedes-Benz sales and service experience.

Our team comprises of top talent from the automotive industry and our mission is to ensure that you only experience the best-in-class at Silver Arrows."
3.7,3 users,Business & finance,Credit Sesame,,Use the free skill from Credit Sesame to check on your credit and financial health
5.0,2 users,Business & finance,Find a CRS,Residential Real Estate Council,"Find a CRS is a directory of real estate agents who have earned the Certified Residential Specialist Designation, awarded to the top 3 percent of REALTORS® who have demonstrated outstanding experience and completed advanced education. They represent the best real estate agents in the industry.
Use Find a CRS to find a qualified real estate agent to help you buy or sell a home. You can filter results by city and state or zip code, and then narrow the search by specialty (first-time home buyers, residential sales, luxury homes), certifications, designations, languages spoken and RPAC Major Investor Status. Then, get the results conveniently emailed directly to you."
5.0,2 users,Business & finance,Dr. Finance,Findvise,"Dr. Finance is your financial assistant, through which you can make any financial decision with ease"
3.0,2 users,Business & finance,Everything normal,,"Says ""Everything is normal"" if it is"
1.3,3 users,Business & finance,Mr Accountant,Vitartha LLP,Mr. Accountant is a virtual accountant that helps one in the various complex financial calculations & also allows one to manage their finance by providing tools like bookkeeping via Vitartha's Hisab Kitab.
5.0,1 users,Business & finance,Super Mechanic,,"Super Mechanic- a chatbot, which will give the best possible solution to drivers, whenever their cars break down in the middle of nowhere. The various alternative solutions to this could be contact details of mechanics in the vicinity, options to connect with the authorized and multi brand-recognized garages, provide with Roadside assistance number etc. The target customers of this bot would be the female drivers and newbies in the town."
0.0,0 users,Business & finance,TaxQuarter,TaxQuarter Pty Ltd,"TaxQuarter lets you estimate your Australian tax refund or tax payable for the 2017/18 income year based on your income, expenses, PAYG withholding and PAYG instalments.

Estimates are based on Australian resident rates and include the Medicare levy.

Please note that TaxQuarter only provides an estimate of your tax refund or tax payable and your actual tax refund or tax payable will not be known until you receive your notice of assessment from the Australian Taxation Office."
0.0,0 users,Business & finance,Fenwick,,Fenwick will provide you with simple information about the Fenwick & West law practice. We do not offer legal advice through this app. See if Finny can help.
0.0,0 users,Business & finance,J.B. Hunt,J.B. Hunt 360,"Use J.B. Hunt 360 with Google to easily get an update for your order or to search for loads on J.B. Hunt Load Board.

For additional information, please visit www.jbhunt.com"
4.5,6 users,Business & finance,Money Insights,Paramatrix Technologies Ltd.,Money Insight is a tool which can help you get insights in your company's earned brokerage details quickly.
3.3,6 users,Business & finance,Conotoxia AI,Conotoxia,"Do you have a currency question? Need to know the exchange rate of a currency? Conotoxia AI knows the answer. Designed with queries in mind this interactive agent will make finding out the answers easy and handsfree. Don’t hesitate, just ask. Unlike other chatbots, Conotoxia AI is intuitive and has a vast knowledge about currency exchange and finance. 

The state-of-the-art technology integrates interactive voice responses to convey virtual identities that are happy to chat back. This artificial intelligence recognizes what is asked and answers with words, emotions and amusing noises. Enjoy its humorous responses, but don’t be surprised if it tries to share its financial knowhow. It was designed to help save you money and time. 

With Conotoxia AI you can:
- check current exchange rates
- search for currencies by their name and abbreviation
- ask financial questions
- familiarise yourself with currency exchange terminology
- get the answers you need 24/7
- test it, ask anything"
3.8,4 users,Business & finance,nalla keerai,nStore Technologies Private Limited,"‘Nallakeerai’ (“Farm to Consumer Pvt Ltd”) has been in existence since 2011 and has made a name for
itself in being a bridge between the farmer and the consumer. We are exclusively in the natural/traditional
farming space.
We have made a ton of efforts to bring a lot of awareness in urban centers towards the benefits of natural
farming methods and consumption of quality fresh produce.
We have carefully cultivated a reputation of care & responsibility in the food space.
While initially we were into direct production, now we are also focused on procuring from our network of
farmers and supply the same (after packing, cleaning etc) to consumers through franchises and small
businesses. For this, we have also evolved a hub & spoke model. They are considering significantly
expanding their presence.
To create awareness and branding in the market, “Nallakeerai” is organizing a grand event on the 11th
and 12th of August 2018, at Chennai Trade Center. The purpose of the event is to thank the farmers
(#thanks2farmer) across the country, to recognize and motivate them for their efforts to offer healthy
produce using natural farming methods. Farmers, Eminent natural farming experts, Governing
Authorities, Businesses in this sector and Consumers at large will take part in this event. There will be a
food court consisting of traditional cooking methods and food from various heritages. All ingredients will
be supplied by us, thus making it profitable to the farmers, and acknowledged by all."
0.0,0 users,Business & finance,USA Mortgage Advisor,"I9Systems, Inc",USA Mortgage Advisor has relationships with trusted lenders that work with us to find you the low-cost products such as best home loans and mortgages.
5.0,1 users,Business & finance,The Digital Marketing Pros,1SEO IT & Digital Marketing,The Digital Marketing Pros provides in-depth definitions for various SEO & PPC terms. The Digital Marketing Pros is powered by 1SEO IT & Digital Marketing.
5.0,1 users,Business & finance,ShortMan Stats,Ray Scott,ShortMan Stats allows you to ask for the latest short position data for Australian stocks listed on the ASX. Data is sourced with permission from ASIC and is delayed by T+4 days.
0.0,0 users,Business & finance,GTS Help Desk,Lenin Sadineni,Grange Help Desk can automatically assist you with unlocking your account or resetting your password.
4.0,8 users,Business & finance,View And Hire,,Use this action to get to access View & Hire.
5.0,3 users,Business & finance,BJ's,BJ's Wholesale Club,"The BJ’s Wholesale Club skill enables you to learn more about your available My BJ’s Perks® Awards, Membership status, and BJ’s Gas® prices.

For now, use the BJ’s skill to inquire about:
-   Available BJ’s Perks Awards associated with your Membership account;
-   Current Membership status and expiration date; and
-   BJ’s Gas® prices near you.

And, we’re just getting started with more exciting skill enhancements to come in the future.  Please stay tuned for updates.

Please note, before you start using this skill, you will need to link your BJ’s online account. If you don’t have an online account, you will need to create your account first to access the BJ’s skill."
5.0,3 users,Business & finance,whatbench,WhatBench,"Are you a business looking for talent at top tech consulting and services firms?  Learn how our chatbot Pat can show you all available talent at top tech services firms. 

Are you a top tech consulting and services firm looking to showcase your team and get new client leads?  Learn about the WhatBench here."
3.7,3 users,Business & finance,GRTS Hello,Congreats,Get the help you need from Congreats by talking to our bot!
3.0,2 users,Business & finance,Smart Pension,,Smart Pension let you check your savings pot and manage your saving preferences
4.4,5 users,Business & finance,Redington Value,Redington Value,"Redington Value is an assistant app for Redington Value company residing in Dubai, UAE."
4.2,6 users,Business & finance,Bank Yogi,,"Bank Yogi helps consumers automatically save money on shopping and travel by helping them discover credit card benefits.  With a Bank Yogi app, on the average, a family can save more than a thousand dollars a year by never having to spend money on warranties & insurances."
1.0,4 users,Business & finance,Rammas,Dubai Electricity and Water Authority,"DEWA customers can interact with DEWA Skill – AI personal assistant - to enquire about any topics related to DEWA such as: bill enquiry, conservation tips for electricity and water consumptions, details of DEWA happiness centers, payment channels, and much more.."
0.0,0 users,Business & finance,My Next Move,J.P. Morgan Chase,"People have complicated feelings about money. But a few simple principles can guide us toward financial health. In a weekly podcast, My Next Move, J.P. Morgan’s Michael Liersch harnesses insights from behavioral finance to help you master the human issues at the intersection of money and the mind. Covering lifestyle and family, emotions and values, business decisions and goal-setting, he explains where to focus and what to do to move forward to reach your financial goals."
4.7,3 users,Business & finance,FINTEL Envoy,Orodata,FIN Envoy gives you insights on finance in Nigeria such as Banking sector credit to private sector and Payment channel transactions
3.2,4 users,Business & finance,sift offers,Knowesis.com,Get the best offers from SIFT application
4.2,5 users,Business & finance,Optum Bank,Optum,"The Optum Bank FAQ app allows you to get answers to our most frequently asked questions. For example, you can ask if paying for ibuprofen is an HSA qualified medical expense.

The app can also answer questions regarding tax forms, different fees, and contributions limits for HSAs, FSAs and HRAs. Feel free to ask our skill for a cool random fact at any point.

Once you’ve enabled the app, say “Hey Google, ask Optum Bank FAQs …”

Here are some of the things you can ask our app:

Qualifying Medical Expenses:
•	Can I use my HSA to pay for ibuprofen?
•	Are bandages covered?
•	Can my HSA cover contact lenses?
•	What are qualifying medical expenses under my HRA?
•	What are qualifying medical expenses under my FSA?

HSA Questions
•	What are the contribution limits for an HSA?
•	What fees are associated with an HSA?
•	Tell me about IRS forms?
•	What can my HSA do?
•	How do I submit receipts for my HSA medical expenses?
•	Which states tax HSA contributions?
•	How do I add a beneficiary for my HSA account?

FSA Questions
•	What can I use my FSA to pay for?
•	How will I receive the FSA reimbursement?
•	What do I need to make an FSA claim?
•	What happens to the money in the FSA if I leave my employer?
•	Will a dependent care FSA affect my federal income tax returns?

HRA Questions
•	What is an HRA?
•	Can I use an HRA if I have health insurance?
•	How does an HRA work?

We are always learning and building new features, but we can't do that well without your feedback. If you have comments, please share them with us at optumbank.com 

You can view a complete list of HSA qualified medical expenses at www.irs.gov. Search under IRS Publication 502, Medical and Dental Expenses. Please be aware that the IRS can modify the list at any time.

Investments are not FDIC-insured, are not guaranteed by Optum Bank and may lose value.

Health savings accounts (HSAs) are individual accounts offered or administered by Optum Bank®, Member FDIC, and are subject to eligibility requirements and restrictions on deposits and withdrawals to avoid IRS penalties. State taxes may apply. Fees may reduce earnings on account. The content of this communication is not intended as legal or tax advice. Federal and state laws and regulations are subject to change.
Mutual fund investment options are made available through the services of an independent investment advisor and shares are offered through Devenir, LLC, a registered broker-dealer. Orders are accepted to effect transactions in securities only as an accommodation to HSA owner. Optum Bank is not a broker-dealer or registered investment advisor, and does not provide investment advice or research concerning securities, make recommendations concerning securities, or otherwise solicit securities transactions.
© 2017 Optum, Inc. All rights reserved."
1.0,1 users,Business & finance,BuzzFlow,BuzzFlow Pty Ltd,BuzzFlow CRM for increse your sales
5.0,2 users,Business & finance,Maven Wave,Maven Wave Partners LLC,Maeve can tell you about the diverse set of Google-powered solutions we bring to clients.
5.0,1 users,Business & finance,Apia,Apia,"Apia, part of the Suncorp Group, is an Australian insurance company for the over-50s."
3.2,10 users,Business & finance,Crypto Portfolio,,"Real time tracking for all cryptocurrency, including Bitcoin, Ethereum, Litecoin and over 1200 alt coins. For each currency, you can ask for latest price, market cap, one hour, 24 hours, and 7 days percentage changes."
5.0,1 users,Business & finance,Real Estate Today,National Association of Realtors,Real Estate Today is the public's instant connection to the American Dream of home ownership
5.0,3 users,Business & finance,JS Bank,JS Digital Bank,"We welcome our valuable clients to our 'JS Bank' application. We are moving to the digital banking, our aim of the application is to facilitate our valuable clients to gain advantages with all features of banking without visiting to the branch(JS Bank). In addition, we provide range of various services, such as, Balance inquiry, Transactions, and many more which will help our clients to perform actions on their finger tips. We provide all typical banking activities with extra and advanced features."
3.0,2 users,Business & finance,Seattle Real Estate Advisor,"i9 Systems, Inc",Seattle Real Estate Advisor can help you request your the value of  your home and connect with a buyer or seller’s agent.
4.5,8 users,Business & finance,Quantum HR,Voystech LLC,Quantum HR is the candidate filtering application of Quantum Leap HR Consultants.
5.0,2 users,Business & finance,Etiqa Insurance,,"Etiqa Insurance Voice bot provides answers to more than 200 FAQs covering Travel, Maid, Home and Fire Insurance."
4.3,3 users,Business & finance,CEO Tip of the Day,Renaissance Executive Forums,The CEO Tip of the Day will help you stay focused on the best activities to reach your goals. There is a different tip each day provided by Renaissance Executive Forums as a support to their International members. Renaissance Executive Forums creates peer to peer advisory groups for CEO’s and Business Owners across North and South America. Our members are life-long learners who are open to learning from other successful CEO’s as part of their personal and professional evolution. Learn more at www.CEOtipOftheDay.com
5.0,3 users,Business & finance,Prappers Media,Prappers Media,"Get more information about Prappers Media, leading app marketing agency and specialized in creating and developing voice apps for the Google Assistant"
4.0,3 users,Business & finance,DEWA,Dubai Electricity and Water Authority,"DEWA customers can interact with DEWA Skill – AI personal assistant - to enquire about any topics related to DEWA such as: bill enquiry, conservation tips for electricity and water consumptions, details of DEWA happiness centers, payment channels, and much more.."
5.0,7 users,Business & finance,HDFC Ergo,yellow messenger,"This app lets you give policy info's and lets you find the nearby hospitals, branches and garages. You can even request call back and policy copies."
5.0,4 users,Business & finance,Mini Clark,Morehouse College - Culturally Relevant Computing Lab,"Mini Clark brings an abundance of monetary information to the tips of your fingers from noted consumerist, Clark Howard! With this agent, you can expect to receive immediate and accurate feedback on concerns you may have about your finances. Enjoy!"
5.0,2 users,Business & finance,Ramco HCM,Ramco Systems Pte. Ltd.,"This action requires you to link your company account on initial invocation and when you sign-out or unlink your account to access your company account. During account linking, you will need to provide your full company name and email address then click Next. After which you will need to enter the OTP sent to your company email to log-in.

Employees using Ramco's HCM can perform employee self-service such as applying for leave, checking their leave balance, and altering and deleting their existing leaves. They can also check their salary or payroll and claim for expenses. 

Managers using Ramco's HCM can perform manager self-service such as checking approvals, employee snapshot, and team view.

You can say ""clear"" when you are stuck in any transactions.

For questions and clarification, feel free to reach us at the provided email address."
5.0,9 users,Business & finance,Shared Service Bot,Dolphin,Financial Shared Service Bot provides process KPIs for key financial business processes at organizations of all sizes. This bot is served by the Hanse Orga Group's financial process automation solutions.
4.8,5 users,Business & finance,The Living Room Maboneng,Blu Bnana,"Looking for the perfect place to have Sunday sun downer drinks? Why not try The living Room in Johannesburg South Africa. 

Located at 
20 Kruger Street
5th Floor Main Change Building
Maboneng Precinct
Johannesburg"
4.4,7 users,Business & finance,Westpac,Westpac Banking Corporation Australia,"Bank effortlessly, using your voice with Westpac and the Google Assistant.
Check your account balances, recent transactions and reward points status.

To get started, say, ""Hey, Google, talk to Westpac"" then follow the prompts to link up to three eligible accounts. Create a 4 digit passcode for an added layer of security. 

Simply say, “Hey, Google, talk to Westpac”. Manage your eligible accounts using some of the following commands:

“What’s my account balance?”
“What’s my credit card balance?”
“What are my recent transactions?”
“What are my last 5 transactions?”
“How many reward points do I have?”
“What can I ask you?”

Find out more about Westpac and the Google Assistant at https://www.westpac.com.au/google-assistant 


Things you should know

Westpac’s Online Banking Terms and Conditions apply and are available at https://www.westpac.com.au. Westpac for the Google Assistant are only available for use by Westpac Australia customers. Internet connection is required. Normal data charges apply. For a list of eligible accounts and for further information visit https://www.westpac.com.au/google-assistant 

© 2018 Westpac Banking Corporation ABN 33 007 457 141 AFSL and Australian Credit Licence 233714"
3.5,33 users,Business & finance,account easy,Icsolutions,"Account easy is a experimental services to provide access to balance , bank statement  and lock or unlock card."
5.0,2 users,Business & finance,iProspect Info Bot,Nate Shurilla,"iProspect is a global business performance agency in the Dentsu Aegis Network, and this bot would love to tell you more about it.  Feel free to ask about iProspect's history, services, partners, or credentials."
3.3,3 users,Business & finance,bitcoins store,Sahil Chowdhury,bitcoins store is for those people who don't have any idea about bitcoins. It provides basic ideas of bitcoins.
2.3,6 users,Business & finance,Sayspring,Sayspring,"Sayspring allows anyone to create voice application prototypes that you can interact with through Google Home. You can use Sayspring to design, test, and iterate your way through the planning and creation of a great user experience for your voice application, all without writing any code."
5.0,2 users,Business & finance,Homeowners Insurance,Starbutter AI,"DESCRIPTION
Hannah is your Homeowners Insurance Finder. She’s an AI virtual assistant that helps you find the best homeowners insurance quotes, quickly. Hannah helps tells you which home insurance you should consider and which to stay away from. She helps you get the most coverage for the best price from the companies with the best reputation and track record.

Hannah lets you compare homeowners insurance quotes and answers all the complicated questions. She looks at whether the companies have done right by their customers, looks at what they have to offer, reads the fine print and policy details and analyzes data from Consumer Reports, the state insurance regulators, and the Consumer Financial Protection Bureau. 

People love Hannah because she helps them figure out which homeowners insurance policy to get quickly and avoid traps, bad companies, and fees.  She has the best homeowners insurance quotes for everyone!  Everyone deserves cheap homeowners insurance.

EXAMPLES
Ways you can talk to Homeowners Insurance Finder:
""OK Google, talk to Homeowners Insurance""
""Hey Google, ask Homeowners Insurance what’s the best car insurance company right now?""
""OK Google, ask Homeowners Insurance which car insurance company has the most satisfied customers?""

TECHNOLOGY
Introducing Hannah - an interactive, conversational agent.  Unlike dumb bots based on rules, Hannah has a sophisticated natural language processing and machine learning core.  She learns and gets better over time, helping you navigate the difficult choice of homeowners insurance coverage.

COMPANY 
Homeowners Insurance is built by Starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
2.0,1 users,Business & finance,Crypto Price Teller,,"Crypto PriceTeller lets you know the prices of several cryptocurrencies including Ethereum, Bitcoin and many more."
5.0,3 users,Business & finance,Jacksonville Airport Hotel,crowne plaza jacksonville airport,"Crowne Plaza Jacksonville Aiport allows you to find information about Jacksonville, Florida. You can ask us about hotel information,  room types, restaurants, meeting space, shuttle service and more."
5.0,4 users,Business & finance,Bajaj Allianz Boing,Yellow Messenger,"The app lets you find nearby hospitals, garages for the users of Bajaj insurance.. you can also get the branch of Bajaj insurance nearby to get support for any queries"
5.0,5 users,Business & finance,My Personal Secretary,Nibu Koshy,"My Personal Secretary is you assistant bot that helps you set reminders, remind you about your meetings and deadlines."
3.0,2 users,Business & finance,Kanetix,Kanetix Ltd.,Get a quick car insurance quote from kanetix.ca
1.0,1 users,Business & finance,Rest Super,REST Super,Integrating Google Home with REST's Super's virtual assistant  - Roger
5.0,1 users,Business & finance,Link Market Services,,The Google Assistant will answer your questions about Link Market Services and the Investor Centre.
4.6,10 users,Business & finance,Zoya Office,OnGraph Technologies Limited,"Zoya Office is your one stop business solution.

Using Zoya Office you can connect to Zyk, SalesForce, Asana, QuickBooks, Shopify and can query on the go.

Huge stack of applications like CRM, Tasks, Payments, Shop, Invoice, Accounting, LiveChat, Helpdesk(Ticketing solution)

Connect to your Zyk Tasks/CRM by simply saying :
- My tasks/leads
- My overdue tasks/leads
- Tasks/Leads assigned to <TeamMate Name>
- Tasks/Leads in project <Project Name>
- Tasks/Leads with status NEW/CLOSED/ACTIVE
- Add comment on Task/Lead



Check all the applications at www.getzyk.com.

*Coming Soon*
Integrations to SalesForce, Asana, Shopify, QuickBooks"
4.7,3 users,Business & finance,Aico san,Co-Graph Inc.,"Aico from Co-Graph welcomes customers to your office and sends notifications to staff via Email, Slack or Direct.

Visit https://frontdesk.co-graph.com to set up an account.

Note: Separate accounts needed for Slack and Direct."
0.0,0 users,Business & finance,Street Daily Snapshot,,"Start your trading day with TheStreet’s Five Things You Need To Know before the market opens. After the close, TheStreet will share the biggest news and moves of the day.

Street Daily Snapshot is part of the SpokenLayer Network and you may hear more great audio from other publications after the show."
5.0,1 users,Business & finance,ATM Chalo,,ATM Chalo is an app then enables you to locate ATMs nearby XIME.
1.0,1 users,Business & finance,Best Banks,Starbutter AI,"DESCRIPTION
Bobby is your Bank Helper is your Bank Helper. He’s a super brain AI that gives you up-to-date information about the highest bank savings account and CD rates. He also answers general questions about savings accounts, checking accounts, business banking accounts, and getting CDs, and what the best places are to shop are for these. 

He’s is a financial expert and prefers simple and low-cost financial products from the most trusted and highest-rated firms. Bobby has done her research by looking at trusted sources like the Federal Deposit Insurance Corporation, Consumer Financial Protection Bureau research, Consumer Reports, and other independent sources.

People love Bobby because he helps them figure out which financial product to get. 

EXAMPLES
Ways you can talk to Bank Helper:
""OK Google, talk to Bank Helper""
""Hey Google, ask Bank Helper for today’s CD rates?""
""OK Google, ask Bank Helper who should I bank with?""

TECHNOLOGY
Introducing Bobby - an interactive, conversational agent.  Unlike dumb bots based on rules, Bobby has an sophisticated natural language processing and machine learning core.  He learns and gets better over time, helping you navigate the difficult choice of term life insurance coverage.

COMPANY 
Bank Helper is built by starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
4.7,3 users,Business & finance,Mr Consultant,,Dr Consultant guides through the whole process of filing tax returns (ITR FORM 1) correctly.
3.7,6 users,Business & finance,Money Advisor,Rohan Bhasin,Money Advisor is a sweet Google Assistant advisor allowing you to seek advice in the realm of finance management .
4.5,4 users,Business & finance,Loan Finder,Starbutter AI,"DESCRIPTION
Leslie is your AI (artificially intelligence) Loan Finder.  She helps you figure out personal loans quickly, while whether you want to get it for credit card consolidation, home improvement, auto, emergency, household expense, or debt consolidation.  Leslie is perfect for helping you understand personal loans and getting the best matches for student loans, online loans, and business loans. She answers any questions you have about what you can afford and can serve as your loan payment calculator. 

Lelise is a financial expert and prefers simple and low-cost financial products from the most trusted and highest-rated companies. Whether it’s Discover Loans, LendingClub, Sofi, or others, she wants to find you the most competitive rate so you can save as much money as possible when looking for a personal loan. Her recommendations come after researching Consumer Reports, FDIC mortgage bank rankings, and CFPB reports.  She has talked to many loan brokers to get you the best expert advice.

Leslie uses a complex loan calculator to help you figure out your monthly payments, how much you should put down, taxes, insurance, and so on.

EXAMPLES
Ways you can talk to Loan Finder:
""OK Google, Talk to Loan Finder""
""OK Google, ask Loan Finder what is a personal loan""
""OK Google, ask Loan Finder for a loan calculator""
""OK Google, ask Loan Finder what is the best place to get a loan""

TECHNOLOGY
Introducing Leslie - an interactive, conversational agent.  Unlike dumb bots based on rules, Leslie has an sophisticated natural language processing and machine learning core.  She learns and gets better over time, helping you navigate the difficult choice of personal loans, student loans, and business loans.

COMPANY 
Loan Finder is built by Starbutter AI, the world's expert on interactive conversational agents for credit cards, banks, mortgages, insurance, and personal finance.
www.starbutter.com"
4.3,7 users,Business & finance,Crypto Currency Rates,Lets Nurture,"While cryptocurrency has already become the talk of the town, it essential to stay updated with cryptocurrency market. To make it easier for you, Google Home Developers at Let’s Nurture have developed a new Google Home Action named “Crypto Currency Rates’ that gives you current price and updates on Bitcoin, Ripple, Ethereum etc. For ex. Just say ""Ok Google. Give me current rate of bitcoin"".You will get all the current update of cryptocurrency."
1.0,1 users,Business & finance,Team driver,Teamily,"In any project, it is not always clear what the task at hand is. This creates confusion and project waste. Teamdriver is a proven method to ensure you know exactly what to do and focus on. Use this to clarify your work and determine what to do next. Alone or with the team."
4.3,15 users,Business & finance,Crypto Converter,Austin S.,Changelly allows you to convert cryptocurrencies to other cryptocurrencies
4.0,3 users,Business & finance,My Home Value,Voiceter Pro LLC,"Google Assistant can now answer the question what is my home worth?

All you have to do is tell her your zip code and address and she will find an estimated value for your home based on data from Home Junction.

She can then get you in contact with a local real estate agent if you would like to find out more about your home's value."
3.7,23 users,Business & finance,Bitcoin info,Ido Green,"Bitcoin info give you current information on the price, market cap, blocks count and total amount of bitcoins in the world.
In the near future, we will add more interesting aspects."
5.0,1 users,Business & finance,Wedding Gifter,,"The wedding gifter helps you calculate how much to spend on a wedding gift through a series of small questions.

Icons made by www.freepik.com"" from www.flaticon.com and is licensed by CC 3.0 BY

Banner by www.vecteezy.com"
3.8,4 users,Business & finance,Peggy Box,masrao,"I am a Peggy box. Please let me know if you put coins.

""I put in a dollar""
""I put 10 cents""
""Tell me the total""
""Reset total"""
4.0,5 users,Business & finance,Indian stocks,Chocochat,"Indian stocks tells about the top two gainers, but it might be delayed"
5.0,1 users,Business & finance,Tax Bill Calculator,Rajat Kumar,"By answering a few simple questions about your financial situation, this calculator can help estimate if your taxes will go up or down after the new tax bill."
4.3,34 users,Business & finance,My Wall Box,My Wall Box,With My Wall Box you can ask information about Wallbox Chargers
5.0,1 users,Business & finance,Market Insights,,"Market Insights provides weekly notes on the market from Dr. David Kelly, Chief Global Strategist at J.P. Morgan Asset Management."
5.0,2 users,Business & finance,Track Crypto,,"Track Crypto helps you get prices of crypto currencies in Indian Standard Rupees (INR). It supports the following exchanges:

1. Throughbit
2. Uncoin
3. Zebpay
4. Koinex

Currencies supported:

1. Bitcoin
2. Bitcoin Cash
3. Ethereum
4. Ripple
5. Litecoin"
4.3,18 users,Business & finance,Coin Control,Goldenmace IT Solutions,"Coin Control, one place to get all your crypto coin related updates.
It supports 2000+ coins like Bitcoin, Ripple, Litecoin etc. with Latest coin price information with 100+ currencies like INR, USD, AUD, etc.

Features
- Live price information
- Easily convert coin rates into your local currency 
- Easy to use exchange feature to get rate on basis of choosen exchanges like Kraken, Bitstamp, BitTrex, Bitfinex, etc
- Coin to Coin conversion rates

Note: Default currency is USD."
4.9,10 users,Business & finance,Kotak Bank,Kotak Mahindra Bank,"You can ask about bank products like accounts, loans, cards, deposits, insurance, investments and service requests."
4.8,16 users,Business & finance,Crypto Tracker,KevinRVaz,"Crypto Tracker gives information about a coin, here's what it can do:-
1. Rank
2. Price in usd
3. Market cap in usd
4. Total Supply
5. Available Supply
6. percent changed in an hour,day,7 days"
3.2,5 users,Business & finance,What is My House Worth,Voiceter Pro LLC,"Google Assistant can now answer the question what is my house worth?

All you have to do is tell her your zip code and address and she will find an estimated value for your home based on data from Home Junction.

She can then get you in contact with a local real estate agent if you would like to find out more about your home's value."
5.0,3 users,Business & finance,Podnews,Amazingly Brilliant Pty Ltd,"Podnews.net is your daily email update for podcasting and on-demand. Listen to podnews on Google Assistant - ask podnews for the latest, or ask to play in full."
3.8,24 users,Business & finance,BOSS Money,IDT Payment Services Inc,"Use BOSS Revolution Money to get the FX rate for 30+ countries including Nigeria, the Dominican Republic, Guatemala, Mexico, the Philippines, Honduras, El Salvador and more.

Simply say, ""Ok Google, ask BOSS Money What is the fx rate for Guatemala?"", and you will get the current exchange rate (to 1 USD) and low fee. You can also just say, ""Ok Google, talk to BOSS Money"" to get started."
5.0,3 users,Business & finance,Facts about Detroit Labs,Detroit Labs,"Detroit Labs Facts can tell you many interesting facts about Detroit Labs, like its history, accomplish and many more. It also tells you about the fun facts about the people who works there."
4.5,2 users,Business & finance,Good Regulator,Yannick HUCHARD,"Get more understanding about major Regulations such as GDPR, PSD2, MIFID II, etc.

In the current version, you will get the most about GDPR and PSD2! 

If you need a regulation to be added in priority, please contact us."
4.2,12 users,Business & finance,GEICO,GEICO Insurance,"Discover a new way to interact with your GEICO policy. Use the power of your voice to request ID cards, check your account balance, or request vehicle assistance at your home.

To get started, link the action with your GEICO account. As an extra layer of security, you can set up a 4-digit PIN that you must enter before interacting with the action.

Simply say, ""OK Google, talk to GEICO."" Once you've opened the action, try out these voice commands:

- Say ""Send my ID cards"" to request your ID cards by email or mail.
- Ask ""What's my balance?"" to check your account balance.
- Ask ""When is my next payment due?"" to get your next payment date.
- Say “I need help with my vehicle” to request services such as jump start, flat tire, lockout, or out of gas.

To get more information or updates on the GEICO action, please visit geico.com/google.

NOTE: Vehicle assistance is currently available for customers with Emergency Road Service coverage that need help at their home address."
4.2,14 users,Business & finance,Progressive,,"Progressive helps you save money with tips on car care, car shopping and car Insurance.  It also provides useful DIY tips for your home on curb appeal, smart home technology & moving."
4.0,48 users,Business & finance,s omega,s omega,its try best to give results and facts about sports and  business
3.8,30 users,Business & finance,Finance Guru,Riti Garg,Finance Guru makes quick calculations on the go and give you meaningful insight for you to make good financial decisions.
